,ActiveIngredients,List,Product,TherapeuticClass,ATC,PharmaceuticalForm,Status
1380,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANIC ACID 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 400mg/57mg/5 ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1381,AMOXICILLIN 250 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-Amoxiclav Coated Tablets 250mg+125mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,COATED TABLET,Withdrawn
1382,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-Amoxiclav Coated Tablets 500mg + 125mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,COATED TABLET,Withdrawn
1383,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin 875/125mg Film-Coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1384,CLAVULANATE POTASSIUM 200 milligram(s) | AMOXICILLIN 1000 milligram(s),"['clavulanate potassium', 'amoxicillin']",Co-amoxiclav 1000mg/200mg Powder for Solution for Injection or Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Invalid
1385,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Amoclav 500/125mg film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1386,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANIC ACID 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Co-amoxiclav Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1387,AMOXICILLIN 1 gram(s),['amoxicillin'],AMOXICILLIN/CLAVULANIC ACID MYLAN 1 g/200mg ADULTS Powder for solution for injection,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INJECTION,Withdrawn
1388,AMOXICILLIN 500 milligram(s) | CLAVULANATE POTASSIUM 100 milligram(s),"['amoxicillin', 'clavulanate potassium']",Co-Amoxiclav Teva 500/100mg Powder for Solution for Injection/Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1389,AMOXICILLIN 1000 milligram(s) | CLAVULANATE POTASSIUM 200 milligram(s),"['amoxicillin', 'clavulanate potassium']",Co-Amoxiclav TEVA 1000/200mg Powder for Solution for Injection/Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1390,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 100 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 500mg/100mg powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1391,AMOXICILLIN 50 milligram(s) | CLAVULANIC ACID 100 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-Amoxiclav Pdr for Soln Inj/Inf 500mg/100mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1392,AMOXICILLIN 1000 milligram(s) | CLAVULANIC ACID 200 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 1000mg/200mg powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1393,AMOXICILLIN 1000 milligram(s) | CLAVULANIC ACID 200 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 1000mg/200mg powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1394,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 500mg/125mg film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1395,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANATE POTASSIUM 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanate potassium']",AmoxiClav 400/57 TS - 1A Pharma,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1396,AMOXICILLIN 500 milligram(s) | CLAVULANATE POTASSIUM 125 milligram(s),"['amoxicillin', 'clavulanate potassium']",AmoxiClav 500/125 - 1A Pharma,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1397,AMOXICILLIN 875 milligram(s) | CLAVULANATE POTASSIUM 125 milligram(s),"['amoxicillin', 'clavulanate potassium']",AmoxiClav 875/125 - 1A Pharma,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1398,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin 500mg/125mg Film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1399,AMOXICILLIN 250 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",AUGMENTIN Tablets 250mg/125mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1400,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin 500mg/125mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1401,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin 875mg/125mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1402,AMOXICILLIN 400 milligram(s) | CLAVULANIC ACID 57 milligram(s),"['amoxicillin', 'clavulanic acid']",AUGMENTIN BIS 400/57,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1403,CLAVULANIC ACID 125 milligram(s) | AMOXICILLIN 250 milligram(s),"['clavulanic acid', 'amoxicillin']",Co-Amoxiclav 250mg/125mg Film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1404,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-Amoxiclav 500mg/125mg Film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1405,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-Amoxiclav 875mg/125mg Film-Coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1406,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANIC ACID 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Moxiclav BIS 457mg/5ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1407,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']","Augmentin Tablet, film coated 500mg/125mg",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1408,AMOXICILLIN 80 milligram(s) | CLAVULANIC ACID 11.4 milligram(s),"['amoxicillin', 'clavulanic acid']",Augmentin Duo Powder for Oral Suspension 400mg/57mg/5ml,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Withdrawn
1409,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']","Augmentin Tablet, film coated 875mg/125mg",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Withdrawn
1410,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Amoxicillin/Clavulanic acid Aurobindo 875mg/125mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1411,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']","Amoclav 500mg/125mg, Film-coated Tablets",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1412,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 100 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 500mg/100mg Powder for Solution for  Injection or Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,SOLUTION FOR INJECTION/INFUSION,Withdrawn
1413,AMOXICILLIN 1000 milligram(s) | CLAVULANIC ACID 200 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 1000mg/200mg Powder for Solution for  Injection or Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INJECTION/INFUSION,Withdrawn
1414,AMOXICILLIN 1000 milligram(s) | CLAVULANIC ACID 200 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 1000mg/200mg Powder for Solution for Injection/Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INJECTION/INFUSION,Authorised
1415,CLAVULANIC ACID 200 milligram(s) | AMOXICILLIN 1000 milligram(s),"['clavulanic acid', 'amoxicillin']",Sandoz A/S Amoxicillin and Clavulanic Acid 1000mg/200mg Powder for Solution for Injection/Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1416,AMOXICILLIN 250 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Co-amoxiclav 250mg/125mg Film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1417,AMOXICILLIN 500 milligram(s) | CLAVULANIC ACID 100 milligram(s),"['amoxicillin', 'clavulanic acid']","Taromentin, 500mg + 100mg, Powder for Solution for Injection or Infusion",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1418,AMOXICILLIN 1000 milligram(s) | CLAVULANIC ACID 200 milligram(s),"['amoxicillin', 'clavulanic acid']",Amoxicillin/clavulanic acid AptaPharma 1000 mg/200 mg powder for solution for injection/infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Authorised
1419,AMOXICILLIN 80 milligram(s)/millilitre | CLAVULANIC ACID 11.4 milligram(s)/millilitre,"['amoxicillin', 'clavulanic acid']",Augmentin FP (Berry Flavour) 400mg/57mg/5ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1420,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Taromentin 875 mg + 125 mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,FILM-COATED TABLET,Authorised
1421,AMOXICILLIN 80 milligram(s)/millilitre | CLAVULANIC ACID 11.4 milligram(s)/millilitre,"['amoxicillin', 'clavulanic acid']",Augmentin Duo Mixed Fruit 400mg/57mg/5ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1422,AMOXICILLIN 80 milligram(s)/millilitre | CLAVULANIC ACID 11.4 milligram(s)/millilitre,"['amoxicillin', 'clavulanic acid']","Taromentin, (400 mg + 57 mg)/5 ml, powder for oral suspension",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1423,CLAVULANIC ACID 11.4 milligram(s)/millilitre | AMOXICILLIN 80 milligram(s)/millilitre,"['clavulanic acid', 'amoxicillin']",ABIOCLAV 400 mg/57 mg/5 ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1424,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANIC ACID 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",ABIOCLAV 400 mg/57 mg/5 ml powder for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1425,CLAVULANIC ACID 6.25 milligram(s)/millilitre | AMOXICILLIN 25 milligram(s)/millilitre,"['clavulanic acid', 'amoxicillin']",Augmentin Paediatric 125mg/31.25mg per 5ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1426,AMOXICILLIN 80 milligram(s)/millilitre | CLAVULANIC ACID 11.4 milligram(s)/millilitre,"['amoxicillin', 'clavulanic acid']",Augmentin Duo Mixed Fruit 400 mg/57 mg/5 ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1427,AMOXICILLIN 400 milligram(s)/5 millilitre | CLAVULANIC ACID 57 milligram(s)/5 millilitre,"['amoxicillin', 'clavulanic acid']",Augmentin Duo Mixed Fruit 400mg/57mg/5ml Powder for Oral Suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1428,AMOXICILLIN 875 milligram(s) | CLAVULANIC ACID 125 milligram(s),"['amoxicillin', 'clavulanic acid']",Amoxicillin/clavulanic acid Aurobindo 875 mg/125 mg powder for oral suspension in sachet,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1429,CLAVULANIC ACID 125 milligram(s) | AMOXICILLIN 1000 milligram(s),"['clavulanic acid', 'amoxicillin']",Amoxicillin/clavulanic acid Aurobindo 1000 mg/125 mg powder for oral suspension in sachet,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR02,POWDER FOR ORAL SUSPENSION,Authorised
1430,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s) | SODIUM 130 milligram(s),"['piperacillin', 'tazobactam', 'sodium']",Tazocin 2 g / 0.25 g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1431,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s) | SODIUM 261 milligram(s),"['piperacillin', 'tazobactam', 'sodium']",Tazocin 4g/0.5g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1432,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']","Piperacillin/Tazobactam Viatris 2g/0.25g, powder for solution for infusion",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1433,TAZOBACTAM   0.5 gram(s) | PIPERACILLIN 4 gram(s),"['tazobactam', 'piperacillin']","Piperacillin/Tazobactam Viatris 4g/0.5g, powder for solution for infusion",ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1434,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 2 g/0.25 g Powder for Solution for  Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Invalid
1435,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 4 g/0.5 g Powder for Solution for Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Invalid
1436,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam Pdr for Soln for Infusion 4g/0.5g,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Invalid
1437,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin / Tazobactam Pdr for Soln for Infusion 2g / 0.25g,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Withdrawn
1438,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 4g/0.5g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Withdrawn
1439,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Tazepen,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INJECTION,Withdrawn
1440,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Tazepen,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INJECTION,Withdrawn
1441,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 2 g / 0.25 g powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1442,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 4 g / 0.5 g powder for solution for injection or infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1443,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 2 g/0.25 g Powder for Solution for Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1444,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 4 g/0.5 g Powder for Solution for Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1445,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam Pdr for Soln for Infusion 4g/0.5g,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Withdrawn
1446,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 2g/0.25g Powder for Solution for Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Withdrawn
1447,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam 4g/0.5g Powder for Solution for Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Withdrawn
1448,TAZOBACTAM   0.25 gram(s) | PIPERACILLIN 2 gram(s),"['tazobactam', 'piperacillin']",Piperacillin/Tazobactam 2g/0.25g Powder for Solution for Infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1449,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",Piperacillin + Tazobactam Aurobindo 4 g + 0.5 g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1450,PIPERACILLIN 2 gram(s) | TAZOBACTAM   250 milligram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam Kabi 2g + 250mg/4 ml powder & solvent for sol for inj for intramuscular use,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER AND SOLVENT FOR SOLUTION FOR INJECTION,Authorised
1451,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin + Tazobactam Aurobindo 2 g + 0.25 g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1452,PIPERACILLIN SODIUM 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin sodium', 'tazobactam']",TAZOREX  4 g / 0.5 g,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INJECTION,Authorised
1453,PIPERACILLIN 2 gram(s) | TAZOBACTAM   0.25 gram(s),"['piperacillin', 'tazobactam']",Piperacillin/Tazobactam Aurobindo 2 g/0.25 g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1454,PIPERACILLIN 4 gram(s) | TAZOBACTAM   0.5 gram(s),"['piperacillin', 'tazobactam']",TAZOPENIL 4 g/0.5 g powder for solution for infusion,ANTIBACTERIALS FOR SYSTEMIC USE,J01CR05,POWDER FOR SOLUTION FOR INFUSION,Authorised
1455,CEFUROXIME 750 milligram(s),['cefuroxime'],Axetine 750mg Powder for Solution for Injection,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION FOR INJECTION,Authorised
1456,CEFUROXIME 250 milligram(s),['cefuroxime'],Axetine 250mg film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Authorised
1457,CEFUROXIME 500 milligram(s),['cefuroxime'],Axetine 500mg film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Authorised
1458,CEFUROXIME 250 milligram(s),['cefuroxime'],Zinacef 250 mg powder for solution for injection,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION FOR INJECTION,Authorised
1459,CEFUROXIME 750 milligram(s),['cefuroxime'],Zinacef 750 mg powder for solution for injection,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION FOR INJECTION,Authorised
1460,CEFUROXIME 1.5 gram(s),['cefuroxime'],Zilisten,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION/SUSPENSION FOR INJECTION,Withdrawn
1461,CEFUROXIME 750 milligram(s),['cefuroxime'],Zilisten,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION/SUSPENSION FOR INJECTION,Authorised
1462,CEFUROXIME 250 milligram(s)/5 millilitre,['cefuroxime'],Zinnat 250mg/5ml granules for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,GRANULES FOR ORAL SUSPENSION,Authorised
1463,CEFUROXIME 500 milligram(s),['cefuroxime'],Zinnat 500 mg film-coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Authorised
1464,CEFUROXIME 125 milligram(s)/5 millilitre,['cefuroxime'],Zinnat 125mg/5ml granules for oral suspension,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,GRANULES FOR ORAL SUSPENSION,Authorised
1465,CEFUROXIME 750 milligram(s),['cefuroxime'],Zetagal Powder for solution for injection  750MG/vialv,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION FOR INJECTION,Withdrawn
1466,CEFUROXIME 250 milligram(s),['cefuroxime'],Cefuroxime Axetil Actavis 250mg film coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
1467,CEFUROXIME 500 milligram(s),['cefuroxime'],Cefuroxime Axetil Actavis 500mg film coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
1468,CEFUROXIME 750 milligram(s),['cefuroxime'],Normafenac Pdr for Soln for Injection 750mg vial,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,POWDER FOR SOLUTION FOR INJECTION,Authorised
1469,CEFUROXIME 250 milligram(s),['cefuroxime'],Ceftal 250mg Film-Coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
1470,CEFUROXIME 500 milligram(s),['cefuroxime'],Ceftal 500mg Film-Coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
1471,CEFUROXIME 250 milligram(s),['cefuroxime'],Cefuroxime 250mg Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,COATED TABLET,Withdrawn
1472,CEFUROXIME 750 milligram(s),['cefuroxime'],Cefuroxime sodium for injection 750mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,SOLUTION FOR INFUSION OR INJECTION,Withdrawn
1473,CEFUROXIME 250 milligram(s),['cefuroxime'],Cefuroxime Aurobindo 250mg Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,TABLET,Withdrawn
1474,CEFUROXIME 500 milligram(s),['cefuroxime'],Cefuroxime Aurobindo 500mg Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,TABLET,Withdrawn
1475,CEFUROXIME 250 milligram(s),['cefuroxime'],Zinnat Tablets 250mg,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
1476,CEFUROXIME 250 milligram(s),['cefuroxime'],Zinnat 250mg film coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Authorised
1477,CEFUROXIME 500 milligram(s),['cefuroxime'],Zinnat 500mg film-coated Tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
1478,CEFUROXIME 500 milligram(s),['cefuroxime'],Zinnat 500mg film coated tablets,ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Authorised
1479,CEFUROXIME 250 milligram(s),['cefuroxime'],"Zinnat Tablet, film coated 250mg",ANTIBACTERIALS FOR SYSTEMIC USE,J01DC02,FILM-COATED TABLET,Withdrawn
